broadcastInfo,category,geo,loc_id,naver_address,naver_title,post,tel,thumUrl,title
"{'name': '수요미식회', 'menu': '시오특선라멘'}","['일식', '일본식라면']","[126.9096777, 37.5537604]",950094171,서울특별시 마포구 망원동 385-39,라멘베라보,2349,02-338-3439,http://ldb.phinf.naver.net/20190112_182/1547282126805lljxz_JPEG/5Op67UjhdKYx9s2qh-ns_WGC.jpeg.jpg,라멘 베라보 서울
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[128.593032, 35.867094]",377780598,대구광역시 중구 동성로3가 51,커피명가 반월당점,2353,053-252-0892,http://blogfiles.naver.net/20151213_269/mmm7962_14499500136469Pedm_JPEG/DSC02289.jpg#900x506,커피명가
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[128.5960436, 35.8655851]",1991375677813139,대구광역시 중구 봉산동 34-11 COZ,코즈,2366,010-3384-2755,http://ldb.phinf.naver.net/20190320_62/1553010075923MWf9h_PNG/MOa07Z66jfst-oSlpeBDi3hc.PNG.png,대구 Coz
"{'name': None, 'menu': None}","['한식', '소고기구이']","[126.9819762, 37.586896]",1315307811840435,서울특별시 종로구 삼청동 31-1,단풍나무집 삼청점,2371,02-730-7461,http://ldb.phinf.naver.net/20150831_265/1440999704599EditU_JPEG/117178565057125_0.jpg,단풍나무집 Maple Tree House
"{'name': None, 'menu': None}","['음식점', '한식뷔페']","[126.8459788, 37.3038052]",1029073118,경기도 안산시 상록구 사동 1542,울엄마밥상한식부페,2375,031-406-5503,http://ldb.phinf.naver.net/20170706_278/14993111920532etCd_JPEG/186656524971.JPG,안산울집
"{'name': None, 'menu': None}","['음식점', '브런치']","[127.5042239, 36.3778231]",2215145735434843,대전광역시 동구 신촌동 362-5,카페 팡시온,2381,042-273-1717,http://ldb.phinf.naver.net/20180907_90/15362515521071p29Y_JPEG/axNTWW7KyzSVljm-D1YTznIb.jpeg.jpg,PANGSION (팡시온)
"{'name': '생방송오늘저녁', 'menu': '육회낙지탕탕이'}","['한식', '육류,고기요리']","[126.9999244, 37.5703839]",809077897,서울특별시 종로구 종로4가 165-11,부촌육회,2384,02-2267-1831,http://ldb.phinf.naver.net/20150901_58/1441072507965HsNAY_JPEG/166267584464534_0.jpeg,광장시장 부촌육회
"{'name': None, 'menu': None}","['일식', '일식당']","[126.9095685, 37.5493052]",535876783480238,서울특별시 마포구 합정동 393-20 1층 나일롱 부엌,나일롱 부엌,2386,010-8382-8551,http://ldb.phinf.naver.net/20180507_256/15256250582004TO6J_JPEG/aiqZ2MehbSf85JxyEocMWG0q.jpg,나일롱부엌
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.4900711, 36.6364823]",1027970013,충청북도 청주시 상당구 북문로1가 4-1 3층 반비반트,반비반트,1142,043-284-0002,,반비반트
"{'name': None, 'menu': None}","['음식점', '양식']","[128.6020988, 35.8705842]",1239508882776157,대구광역시 중구 동인동2가 56-10,비하인드오피스,2416,070-8861-6588,http://ldb.phinf.naver.net/20161210_263/1481357633130gIAm4_JPEG/177160574373013_0.jpeg,비하인드오피스
"{'name': None, 'menu': None}","['음식점', '햄버거']","[129.2145181, 35.8332827]",1613536498707655,경상북도 경주시 황남동 185-18,머거버거,2418,,http://ldb.phinf.naver.net/20171113_137/1510559808308WRbrH_JPEG/0FBhj0P2s0wcuYfQ8T5ifIRt.jpg,머거버거
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[127.4759727, 36.6456954]",262032001087955,충청북도 청주시 흥덕구 운천동 1174,컴포트커피,2419,010-2927-0295,,컴포트커피
"{'name': '생방송투데이', 'menu': '비빔라면'}","['일식', '일본식라면']","[127.0175863, 37.5162615]",2018286014880700,서울특별시 서초구 잠원동 10-44,멘야하나비 신사점,2444,070-8847-7788,http://ldb.phinf.naver.net/20180528_148/1527505405847Ou1b3_JPEG/Gxbcc1H254lUgK-GgOJGNoiG.jpg,멘야하나비  신사점
"{'name': None, 'menu': None}","['음식점', '퓨전음식']","[128.6104011, 35.8647306]",480985055602793,대구광역시 중구 삼덕동3가 192-3,이네딧담,2454,053-256-1616,http://ldb.phinf.naver.net/20171113_149/1510563420886Pm9IK_JPEG/ZJ7dJ0Xvg9D5PVIQxZ_2skd6.jpg,이네딧담
"{'name': '2TV생생정보', 'menu': '일식튀김덮밥'}","['일식', '일식당']","[126.9544808, 37.4789942]",289136774780933,서울특별시 관악구 봉천동 1603-19,텐동요츠야,2454,02-883-7974,http://ldb.phinf.naver.net/20160813_64/1471084693615JjrcY_JPEG/176763596832322_1.jpeg,텐동요츠야
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[128.5829624, 35.236659]",1554610081290333,경상남도 창원시 마산회원구 합성동 124-13,노타이틀,2455,055-255-1171,,Notitle
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[129.0826288, 35.2029312]",115657628985913,부산광역시 동래구 명륜동 450-26,공간리필,2466,051-989-0501,http://ldb.phinf.naver.net/20170508_270/14942080135329Veez_JPEG/186454583140608_0.jpeg,공간리필
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.922668, 37.5472952]",363747871,서울특별시 마포구 상수동 328-2 반지하 오츠 에스프레소,오츠 에스프레소,2469,070-7806-5542,http://ldb.phinf.naver.net/20181203_271/1543809063122IXPeA_JPEG/GbFX97zCgpF6C5bjm-Y4PKGN.jpeg.jpg,오츠 에스프레소  oats espresso
"{'name': None, 'menu': None}","['음식점', '스테이크,립']","[126.9690776, 37.5674536]",255316938,서울특별시 중구 정동 28-2,정원레스토랑 어반가든,2478,02-777-2254,http://ldb.phinf.naver.net/20190329_240/155384762664090CoG_JPEG/UcIt5xhT2ho5Q4TElg2mcacL.JPG.jpg,정원레스토랑 어반가든
"{'name': None, 'menu': None}","['음식점', '한식']","[126.8119761, 33.5570435]",778028869,제주특별자치도 제주시 구좌읍 행원리 575-15,어등포해녀촌,1147,064-783-3700,http://ldb.phinf.naver.net/20181113_52/1542095191922KPTYK_JPEG/3ZSWYtXPKUzK1O3GcAADQ5Gg.JPG.jpg,어등포 해녀촌
"{'name': None, 'menu': None}","['음식점', '한식']","[127.0273239, 37.5026291]",165222200776093,서울특별시 강남구 역삼동 812-15,무월식탁,2495,02-552-9280,http://ldb.phinf.naver.net/20160629_185/1467163267667fVAbc_JPEG/176573547279207_0.jpeg,무월식탁 강남점
"{'name': None, 'menu': None}","['분식', '종합분식']","[129.0639898, 35.1585659]",101710103750187,부산광역시 부산진구 전포동 663-5,동백아가씨1961,2500,070-7612-1961,http://ldb.phinf.naver.net/20190105_169/1546685961280iWlpI_JPEG/JlKp3MyHg5sI6pWJeMoXxJIS.jpg,동백아가씨 1961
"{'name': None, 'menu': None}","['카페,디저트', '베이글']","[128.6088348, 35.8684719]",1012631491,대구광역시 중구 동인동4가 315,땡스베이글,2501,053-253-7498,http://ldb.phinf.naver.net/20150901_242/1441110024903xIIkF_JPEG/166670557357724_0.jpeg,땡스베이글
"{'name': None, 'menu': None}","['일식', '일본식라면']","[127.0291632, 37.4977498]",818311791704026,서울특별시 강남구 역삼동 825-20,아오리의행방불명 강남역점,2532,02-538-8972,http://ldb.phinf.naver.net/20170704_126/1499131955377yEAtz_JPEG/1.jpg,아오리라멘 강남역점
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[128.5776567, 35.8336428]",121853068448070,대구광역시 남구 대명9동 526-32,앞산주택,2533,053-621-3784,http://ldb.phinf.naver.net/20180521_201/1526881034400RS4PJ_JPEG/cKwx3vlvIlQuJyPifC7vHHtF.JPG.jpg,앞산주택
"{'name': None, 'menu': None}","['술집', '이자카야']","[126.701975, 37.4456221]",462590122,인천광역시 남동구 구월동 1457,코다차야 구월점,2535,032-446-8700,http://ldb.phinf.naver.net/20151020_51/1445309803207e3afk_JPEG/166970518657150_7.jpg,코다차야 구월점
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.0006517, 37.4970813]",898576186,서울특별시 서초구 반포동 551-33,팔러엠,2539,02-6407-1277,http://blogfiles.naver.net/MjAxODA4MjRfMTI5/MDAxNTM1MTE0NzU3OTg0.t5lksIBLwYoaib5J5TcENoBS0IpUfiHCp-8ZLnr3cPkg.kSxm_xBkK3OKt-uCKGheUjgrADSrwxT5pvvVyxgHjTIg.JPEG.harimcha/IMG_7258.JPG#740x493,팔러엠 Parlorm
"{'name': '2TV생생정보', 'menu': '연탄빵'}","['음식점', '카페,디저트']","[128.949566, 37.7708461]",494305185,강원도 강릉시 견소동 1,키크러스커피,2546,033-653-6004,http://ldb.phinf.naver.net/20150901_84/1441068966190Of9MV_JPEG/166257526561570_0.jpeg,키크러스 커피
"{'name': None, 'menu': None}","['술집', '이자카야']","[129.0605581, 35.1558263]",325577227905372,부산광역시 부산진구 부전동 168-107,아키수산,2549,070-7766-3415,http://ldb.phinf.naver.net/20180213_194/1518499666215a7iCD_JPEG/2zGfXJYiaMMWCnjC309GGQX0.jpeg.jpg,아키수산
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[126.541528, 33.4765825]",232640163947984,제주특별자치도 제주시 아라1동 6044-3,롱리브,2559,070-7913-7331,http://ldb.phinf.naver.net/20190406_65/1554506124724WMbAi_JPEG/kWXEslwrdtd2yOLmr5Y0oiP2.jpeg.jpg,Longlive
"{'name': None, 'menu': None}","['일식', '돈가스']","[128.6332294, 35.8572123]",344608129640608,대구광역시 수성구 범어동 202-18 1층,기리,1152,053-752-6002,http://ldb.phinf.naver.net/20190524_105/1558694756506QYtO5_JPEG/u6ck2koUFP17qiZx3eZPaXLe.jpeg.jpg,기리 (Giri)
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.7709121, 37.6665141]",716573738551431,경기도 고양시 일산동구 정발산동 718-6,아트스뉴욕,2560,010-3368-4494,http://ldb.phinf.naver.net/20170924_57/1506233468604wraYo_JPEG/dMWqMJU5CxDvrnoGoASz_29C.jpg,아트스뉴욕
"{'name': '생방송투데이', 'menu': '전'}","['음식점', '한식']","[127.9806725, 34.7515899]",156190294544981,경상남도 남해군 상주면 상주리 산257-3,금산산장,2570,055-862-6060,http://blogfiles.naver.net/MjAxNzA0MTdfODIg/MDAxNDkyMzkyNDk3NTM1.7gV9sQxgq0WsD-04zusjZI1RkVJ4VN8QGiU594_EyJEg.XpGK7gbpvTUJWu7OKE04HOQSsR79_bJe_7ggDGOAGS0g.JPEG.jsb5846/attachImage_36300602.jpeg#900x598,금산 산장
"{'name': '인생메뉴잘먹겠습니다', 'menu': '토마토해산물쌀국수'}","['음식점', '베트남음식']","[126.9751191, 37.5204467]",925261633,서울특별시 용산구 이촌동 301-21,르번미 이촌본점,2572,02-797-0707,http://ldb.phinf.naver.net/20180801_149/15331115032470TgV9_JPEG/4Ct-jj9dmxN1xyTLOK8mlcfr.jpg,Le Bunmie
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.2369887, 37.5527722]",247591172417787,경기도 남양주시 와부읍 팔당리 785-2,요새,2575,031-576-3889,http://ldb.phinf.naver.net/20170110_101/14840290134124IPiW_JPEG/186059607160673_0.jpeg,남양주 카페 요새
"{'name': None, 'menu': None}","['일식', '카레']","[128.6076797, 35.8670071]",172534213356379,대구광역시 중구 동인동4가 246-1,모루식당,2581,053-427-4008,http://ldb.phinf.naver.net/20180208_140/1518051154197YwqqA_JPEG/4XTDU0CFs2xP80UNlmanT4jz.jpeg.jpg,모루식당 대구
"{'name': '백종원의3대천왕', 'menu': '피자'}","['음식점', '피자']","[126.9935426, 37.5333667]",593907588,서울특별시 용산구 이태원동 129-9 2층,매덕스피자,2595,02-792-2420,http://blogfiles.naver.net/20160818_227/polo1510_14714667091735sGlA_JPEG/DSC08126.JPG#5456x3064,매덕스
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.1118306, 37.5111309]",702088643314331,서울특별시 송파구 방이동 105-13,커피바이셉템버,2595,02-6405-6878,http://ldb.phinf.naver.net/20180305_241/1520226832788GT9gQ_JPEG/Ypy5nBYcaHZeC-fwlxzehRe_.jpg,커피바이셉템버
"{'name': None, 'menu': None}","['음식점', '뷔페']","[127.0051533, 37.5558806]",259278928107327,서울특별시 중구 장충동2가 202,서울신라호텔 더 파크뷰,2604,02-2230-3374,http://ldb.phinf.naver.net/20171130_30/1512046947127eEc08_JPEG/0000_.jpg,장충동2가 더 파크뷰 (The Parkview)
"{'name': None, 'menu': None}","['한식', '육류,고기요리']","[127.0448042, 37.5261151]",1019226056,서울특별시 강남구 청담동 80-17,R고기,2605,02-3446-6925,http://ldb.phinf.naver.net/20170221_28/1487663312358MHe6f_JPEG/186171567852253_0.jpeg,R고기
"{'name': None, 'menu': None}","['음식점', '브런치']","[126.9221987, 37.5654815]",494553477416609,서울특별시 마포구 연남동 241-45,리틀포레스트,2608,010-9616-6816,http://ldb.phinf.naver.net/20161121_168/1479690992927Mtsyp_JPEG/177071504652781_0.jpeg,리틀포레스트little forest
"{'name': None, 'menu': None}","['카페,디저트', '베이커리']","[126.9045147, 37.5529028]",1612106605751707,서울특별시 마포구 망원동 396-14,오브니,1163,02-6053-2242,http://ldb.phinf.naver.net/20181113_43/1542120591234z69jn_JPEG/HOR5zBb6E1oBxIF9MfWUa4eQ.JPG.jpg,오브니
"{'name': '맛있을지도시즌3', 'menu': '로제파스타'}","['음식점', '멕시코,남미음식']","[129.1155361, 35.1512263]",198875860592698,부산광역시 수영구 광안동 199-12,그릴106,2614,051-759-6867,http://ldb.phinf.naver.net/20171110_184/1510293902810J1P42_PNG/R-xqhPIkqkg7Q-sQ8egRNECt.png,광안리 그릴106
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[126.9371295, 37.5564978]",11274918,"서울특별시 서대문구 창천동 18-55 즐거운빌딩 1, 2, 3층",스타벅스 신촌점,2629,02-758-8035,http://ldb.phinf.naver.net/20151112_294/1447316784020fNqpg_JPEG/167062575643581_0.jpeg,스타벅스 신촌점
"{'name': '생방송투데이', 'menu': '꿔바로우'}","['중식', '양꼬치']","[127.065865, 37.539237]",669264,서울특별시 광진구 자양동 11-12,경성양육관,2639,02-467-6880,http://ldb.phinf.naver.net/20190412_83/1555049684756qTzsn_JPEG/_NWrDCiQjS65mcNVhPYLYhLI.jpg,경성양꼬치
"{'name': None, 'menu': None}","['음식점', '브런치']","[127.0449749, 37.5250202]",362262247597311,서울특별시 강남구 청담동 95-15,오프닛,2640,070-4171-9161,http://ldb.phinf.naver.net/20180429_115/1524975661127DECW0_JPEG/oTbVoveXtezUi2HIecRRAWqM.jpg,오프닛 Ope'neat
"{'name': None, 'menu': None}","['음식점', '프랑스음식']","[127.040973, 37.5265811]",1109593009209493,서울특별시 강남구 청담동 84-24 십이.이.사.칠빌딩,펄쉘,2646,02-518-0916,http://ldb.phinf.naver.net/20180927_164/1538033508460zDFCl_JPEG/a3ggwFE_A5NP4d-hzfJc907f.jpeg.jpg,Pearl Shell
"{'name': None, 'menu': None}","['술집', '이자카야']","[126.9235037, 37.5653506]",769778658,서울특별시 마포구 연남동 240-1 1층,요코쵸,2648,02-324-8875,,요코쵸
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[128.0827684, 35.1921719]",226612677841025,경상남도 진주시 본성동 1-8,마미니,2653,010-6674-6252,http://ldb.phinf.naver.net/20170602_48/14963973349388bTIr_JPEG/186552588554034_0.jpeg,마미니
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[127.2282783, 37.5674935]",401398433559731,경기도 남양주시 와부읍 도곡리 504-43,벨라온,2664,031-521-2838,http://ldb.phinf.naver.net/20160825_231/1472091133932xVW8e_JPEG/36003131_01.jpg,Bellaon
"{'name': None, 'menu': None}","['일식', '일식당']","[127.3787259, 36.3502738]",308160702862819,대전광역시 서구 둔산2동 1195 1층 도군함박,도군함박,2665,042-477-4260,http://ldb.phinf.naver.net/20160822_226/1471793363214NxhRC_JPEG/176772405943113_0.jpeg,도군함박
"{'name': '모닝와이드', 'menu': '치킨'}","['음식점', '치킨,닭강정']","[126.9656016, 37.5929056]",94141601,서울특별시 종로구 부암동 258-3,계열사,2667,02-391-3566,http://ldb.phinf.naver.net/20160225_215/1456378490994zaQu0_JPEG/176175546469913_0.jpg,계열사
"{'name': None, 'menu': None}","['뷔페', '해산물뷔페']","[127.0602175, 37.5116687]",1118370941665314,서울특별시 강남구 삼성동 159 코엑스 컨벤션센터 2층,바이킹스워프 코엑스점,1165,1644-4446,http://ldb.phinf.naver.net/20180828_223/1535420776576gE5lJ_JPEG/IjoQ1BKVDjPgTw8sB99GfvZW.jpg,바이킹스워프
"{'name': None, 'menu': None}","['일식', '일식당']","[126.990371, 37.5736702]",1978334415750930,서울특별시 종로구 익선동 166-20,심플도쿄,2676,02-745-8215,http://ldb.phinf.naver.net/20180111_255/15156545084880x8Kp_JPEG/d3qklYX-61VwU1qW68oTkKNl.jpg,심플도쿄
"{'name': '생방송오늘저녁', 'menu': '소고기말이/막국수'}","['한식', '육류,고기요리']","[126.685983, 37.7936846]",1019123313,경기도 파주시 탄현면 성동리 96-2,삼고집 파주점,2677,031-8071-3350,http://ldb.phinf.naver.net/20170207_170/1486429878506lmwA0_JPEG/186157504138182_0.jpeg,삼고집
"{'name': None, 'menu': None}","['음식점', '뷔페']","[127.025953, 37.5255245]",1408713265920998,서울특별시 강남구 신사동 575,페어링6,2680,02-3446-1033,http://ldb.phinf.naver.net/20190403_233/1554283026840YC7XV_JPEG/KakaoTalk_20190403_181236590_03.jpg,페어링6
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.001355, 37.5679017]",1689732747736994,서울특별시 중구 방산동 109-2 4F,4F,2701,02-2276-1092,http://ldb.phinf.naver.net/20171113_260/1510561267598TAoit_JPEG/_sDoIMIKwpFGCzMDjre8Fmwn.jpg,4F Cafe
"{'name': None, 'menu': None}","['한식', '칼국수,만두']","[127.0299844, 37.4846021]",1770208,서울특별시 서초구 서초동 1365,임병주산동손칼국수,2702,02-3473-7972,http://ldb.phinf.naver.net/20150831_9/1440994440850peEHL_JPEG/11885040_0.jpg,임병주 산동 칼국수
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9199946, 37.5503289]",508252370,서울특별시 마포구 서교동 395-199,허밍벨라,2703,02-324-7050,http://ldb.phinf.naver.net/20150901_152/1441116019307qyBvp_JPEG/166580548973871_16.jpg,허밍벨라
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[127.0073715, 37.566814]",166136930,서울특별시 중구 을지로6가 18-21,탐앤탐스 굿모닝시티점,2712,02-2272-4565,http://ldb.phinf.naver.net/20190121_80/1548057238315HLt8E_JPEG/iwt3KiEXfAeUdlyDaE0l1WNJ.jpg,탐앤탐스
"{'name': None, 'menu': None}","['음식점', '태국음식']","[127.005223, 37.5035169]",2086081164963049,서울특별시 서초구 반포동 118-3,소이연남 파미에스테이션점,2713,02-6282-3217,http://ldb.phinf.naver.net/20180116_99/1516098191653hbz0V_JPEG/Y63xiIYQzMawTcE1WBBrCn0l.jpg,소이연남 파미에점
"{'name': None, 'menu': None}","['카페,디저트', '베이커리']","[127.1122289, 37.3925805]",1008354720,경기도 성남시 분당구 백현동 541 현대백화점 판교점 2층,사라베스베이커리,1165,,http://blogfiles.naver.net/20161007_228/targom_14757708889964h4DO_JPEG/20160724_143233.jpg#550x658,사라베스
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.0429349, 37.5456545]",1926833184262320,서울특별시 성동구 성수동1가 685-696 갤러리아포레 상가 102동 113호,체다앤올리,2715,02-468-1003,http://ldb.phinf.naver.net/20170426_60/1493160503731BSre9_JPEG/186376477843537_0.jpeg,체다앤올리
"{'name': None, 'menu': None}","['양식', '햄버거']","[126.7794055, 37.4881585]",295037634,경기도 부천시 심곡2동 407-2,크라이치즈버거 심곡점,2733,032-611-6244,http://ldb.phinf.naver.net/20190130_42/1548852680055XnKQQ_JPEG/LXRIHHF9t66sQ6WV7ojBSVY7.jpeg.jpg,크라이치즈버거
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[126.9548642, 37.4779209]",651448165186399,서울특별시 관악구 봉천동 1610-19,카페 토스트,2741,,,Cafe Toast
"{'name': '미식클럽', 'menu': '닭볶음탕'}","['한식', '한정식']","[127.0214291, 37.5174947]",496544,서울특별시 강남구 신사동 514-3,목포집,2741,02-549-5119,http://ldb.phinf.naver.net/20160108_120/1452234432261YdaQY_JPEG/176058555731787_0.jpg,목포집
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[128.6214231, 35.9858254]",1487976274581883,대구광역시 동구 송정동 838-1,트리팜,2752,053-986-2220,http://ldb.phinf.naver.net/20171016_104/1508134817945PxIwV_JPEG/lJSwHef8A6la8cWOFOvFNU-S.jpeg.jpg,Treefarm
"{'name': None, 'menu': None}","['술집', '맥주,호프']","[127.0004901, 37.5364584]",169387460492519,서울특별시 용산구 한남동 683-141,탭퍼블릭 이태원점,2755,02-797-4999,http://ldb.phinf.naver.net/20180803_299/1533272160569RyCSl_JPEG/UVaFKnpK-UqGPZ0WMQJK0psj.JPG.jpg,한남동 탭퍼블릭
"{'name': '미식클럽', 'menu': '스테키동'}","['일식', '일식당']","[126.9235044, 37.5607855]",498727696967429,서울특별시 마포구 연남동 373-10 2층,킨지 연남점,2759,070-7778-6167,http://ldb.phinf.naver.net/20170122_62/1485095834104NH7gF_JPEG/186072636731398_0.jpeg,킨지
"{'name': None, 'menu': None}","['음식점', '베트남음식']","[126.9751579, 37.5565775]",702071216628523,서울특별시 중구 남대문로5가 526,에머이 서울역점,2791,02-6366-1261,http://ldb.phinf.naver.net/20170525_136/1495691272914O6gHO_JPEG/186474568657243_0.jpeg,에머이
"{'name': None, 'menu': None}","['카페,디저트', '베이커리']","[126.9761255, 37.56872]",252693305,서울특별시 중구 태평로1가 62-4,나폴레옹키오스크,1166,02-733-8815,,키오스크
"{'name': None, 'menu': None}","['일식', '카레']","[126.3020579, 33.4484804]",1888206604781148,제주특별자치도 제주시 애월읍 금성리 472-5,심바카레,2792,064-799-4164,http://ldb.phinf.naver.net/20170525_92/1495690416101b1HC3_JPEG/186474565579077_0.jpeg,심바카레
"{'name': None, 'menu': None}","['일식', '돈가스']","[128.6055779, 35.8611485]",950278628471669,대구광역시 중구 대봉동 17-11,대쿠이,2801,010-4757-2625,http://ldb.phinf.naver.net/20180427_206/1524813003649pS2Mo_JPEG/TZbU7TzIyLcUa7vz8CuzhW15.jpg,대쿠이/daekui
"{'name': None, 'menu': None}","['음식점', '프랑스음식']","[126.9706643, 37.5786326]",434621246,서울특별시 종로구 체부동 18-9,나의아름다운세탁소 종로점,2805,070-8877-8075,http://blogfiles.naver.net/20160320_240/tazan00009_1458471844591QJQmo_JPEG/DPP_0010.jpg#900x600,나의아름다운세탁소
"{'name': None, 'menu': None}","['음식점', '양식']","[129.1000244, 35.1923369]",1006449276113282,부산광역시 동래구 안락동 633-92,모해나키친,2844,010-4001-8816,,모해나키친
"{'name': '생방송오늘저녁', 'menu': '짬뽕순두부'}","['한식', '육류,고기요리']","[128.9146373, 37.7911796]",288812745,강원도 강릉시 초당동 309-1,강릉짬뽕순두부 동화가든 본점,2851,033-652-9885,http://ldb.phinf.naver.net/20150925_276/1443158976306cS18U_JPEG/166875545954590_0.jpg,강릉 동화가든 초당순두부집
"{'name': '미식클럽', 'menu': '돈가스'}","['일식', '돈가스']","[127.0190936, 37.514795]",2479895,서울특별시 서초구 잠원동 21-5 1층,한성돈까스,2853,02-540-7054,http://ldb.phinf.naver.net/20150831_50/1441019280655aQz9Q_JPEG/11684597_0.jpg,한성 돈까스
"{'name': '생방송투데이', 'menu': '돌문어라면/돌문어덮밥'}","['한식', '해물,생선요리']","[127.7470254, 34.7377116]",1160564344066988,전라남도 여수시 종화동 458,돌문어상회,2863,061-665-4595,http://ldb.phinf.naver.net/20171103_3/1509697451089dQKXi_JPEG/8LCkHaR-VazjEODMgb0o_Pt6.jpg,돌문어상회
"{'name': None, 'menu': None}","['음식점', '아시아음식']","[127.0627043, 37.5410871]",573065916399977,서울특별시 성동구 성수동2가 275-71,더오프라인샵,2865,070-8833-3227,http://ldb.phinf.naver.net/20180217_99/1518831275596tqTvs_JPEG/3FyN8YXuOetBV4Q4C8rhzyLp.jpg,더오프라인샵
"{'name': 'MBC파워매거진', 'menu': '라면'}","['일식', '일본식라면']","[126.9267396, 37.5564171]",236770247,서울특별시 마포구 서교동 330-19,부탄츄 홍대점,2873,02-3144-3304,http://ldb.phinf.naver.net/20150831_14/1441009436302Woa1t_JPEG/166580548871802_6.jpg,홍대 부탄츄
"{'name': None, 'menu': None}","['카페,디저트', '베이커리']","[128.5684687, 38.2029121]",1024029450,강원도 속초시 교동 799-173,봉브레드,2874,033-633-4826,http://ldb.phinf.naver.net/20170717_86/15002740706288nEbX_JPEG/IMG_2885.JPG,봉브레드빵집
"{'name': None, 'menu': None}","['일식', '초밥,롤']","[128.4184172, 36.1388293]",753214405057144,경상북도 구미시 옥계동 890-1 롯데리아 2층,스시노백쉐프 구미옥계 44호점,1,054-473-5803,,스시노백쉐프 구미옥계44호점
"{'name': None, 'menu': None}","['한식', '생선회']","[127.0550404, 37.504999]",2265509,서울특별시 강남구 대치동 891-46 V&S빌딩 2F,몰타참치,1172,02-508-7861,http://ldb.phinf.naver.net/20150901_286/1441052822280Ey0Oh_JPEG/156155408434014_0.jpg,몰타 참치
"{'name': None, 'menu': None}","['술집', '이자카야']","[126.9175981, 37.6179116]",1033589214,서울특별시 은평구 갈현동 483-3,심야식당 세이지,2915,02-356-7910,http://ldb.phinf.naver.net/20180314_128/1520985165709Cgpd1_JPEG/EmQhl8afJk1VYCgbn0Xa5MZa.jpg,심야식당 세이지
"{'name': None, 'menu': None}","['카페,디저트', '카페']","[126.9551464, 37.3915528]",322862893,경기도 안양시 동안구 호계동 1044-8,스타벅스 범계로데오점,2931,031-381-8399,http://ldb.phinf.naver.net/20151112_294/1447316784020fNqpg_JPEG/167062575643581_0.jpeg,범계역 스타벅스
"{'name': None, 'menu': None}","['한식', '냉면']","[126.9966375, 37.530875]",1645581,서울특별시 용산구 보광동 265-576,동아냉면,2936,02-796-2796,http://ldb.phinf.naver.net/20150831_137/1441008329231EcFNb_JPEG/11627659_0.jpg,동아냉면
"{'name': None, 'menu': None}","['술집', '바(BAR)']","[127.0250485, 37.5043498]",213741529406282,서울특별시 강남구 역삼동 808,루프808,2947,02-3452-8088,http://ldb.phinf.naver.net/20180521_154/1526885753358LhHeg_JPEG/E0gCwFEN3pGJnE1Ngm1VoUFq.jpg,루프808
"{'name': '수요미식회', 'menu': '칠리라임쉬림프타코'}","['음식점', '멕시코,남미음식']","[126.9902185, 37.534521]",252743697,서울특별시 용산구 이태원동 181-8 2층,바토스 이태원점,2950,02-797-8226,http://ldb.phinf.naver.net/20150901_40/1441080530179gg8w1_JPEG/166580548638792_20.jpg,이태원 바토스
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.0203645, 37.4954575]",316016616,서울특별시 서초구 서초동 1678-4,카몽,2956,02-522-5949,http://blogfiles.naver.net/20160401_160/starnco__1459455865527JJBAm_JPEG/Suh_160125_0002.jpg#900x600,카몽
"{'name': None, 'menu': None}","['음식점', '카페,디저트']","[127.4275749, 36.3304084]",207418136511336,대전광역시 중구 은행동 114-10 101호,와타스튜디오,2959,010-6835-5942,http://ldb.phinf.naver.net/20180922_131/1537588118568YTuvF_JPEG/Q_ubomSYV2Pj9C9y7mJh8IDc.jpeg.jpg,Watastudio
"{'name': None, 'menu': None}","['음식점', '한식']","[127.1089722, 37.5145477]",121633248625339,서울특별시 송파구 방이동 64-1,별미곱창 3호점,2969,02-418-5527,,방이동 별미곱창
